record_id,symbol,event_id,fiscal_period,record_type,status,expected_date,occurred_date,session_timing,source_type,source_url,known_as_of_utc,checked_at_utc,supersedes,notes
A0161,AMZN,AMZN-8K-2024-04-30,,assertion,occurred,,2024-04-30,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000081/,2024-04-30T20:10:34+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0162,AMZN,AMZN-8K-2024-08-01,,assertion,occurred,,2024-08-01,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000128/,2024-08-01T20:06:02+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0163,AMZN,AMZN-8K-2024-10-31,,assertion,occurred,,2024-10-31,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000158/,2024-10-31T20:13:57+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0164,AMZN,AMZN-8K-2025-02-06,,assertion,occurred,,2025-02-06,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000002/,2025-02-06T21:09:12+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0165,AMZN,AMZN-8K-2025-05-01,,assertion,occurred,,2025-05-01,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000034/,2025-05-01T20:15:00+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0166,AMZN,AMZN-8K-2025-07-31,,assertion,occurred,,2025-07-31,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000084/,2025-07-31T20:13:17+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0167,AMZN,AMZN-8K-2025-10-30,,assertion,occurred,,2025-10-30,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000121/,2025-10-30T20:13:01+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0168,AMZN,AMZN-8K-2026-02-05,,assertion,occurred,,2026-02-05,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000002/,2026-02-05T21:25:12+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0169,VST,VST-8K-2018-02-26,,assertion,occurred,,2018-02-26,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312518057237/,2018-02-26T13:13:56+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0170,VST,VST-8K-2018-05-04,,assertion,occurred,,2018-05-04,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312518151559/,2018-05-04T10:32:02+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0171,VST,VST-8K-2018-08-06,,assertion,occurred,,2018-08-06,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312518238931/,2018-08-06T10:47:05+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0172,VST,VST-8K-2018-11-02,,assertion,occurred,,2018-11-02,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312518316341/,2018-11-02T10:45:11+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0173,VST,VST-8K-2019-02-28,,assertion,occurred,,2019-02-28,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312519055469/,2019-02-28T11:30:03+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0174,VST,VST-8K-2019-05-03,,assertion,occurred,,2019-05-03,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312519135686/,2019-05-03T10:30:03+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0175,VST,VST-8K-2019-08-02,,assertion,occurred,,2019-08-02,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312519211406/,2019-08-02T10:30:03+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0176,VST,VST-8K-2019-11-05,,assertion,occurred,,2019-11-05,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312519283984/,2019-11-05T11:30:51+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0177,VST,VST-8K-2020-02-28,,assertion,occurred,,2020-02-28,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312520054048/,2020-02-28T11:30:20+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0178,VST,VST-8K-2020-05-05,,assertion,occurred,,2020-05-05,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312520133017/,2020-05-05T11:30:50+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0179,VST,VST-8K-2020-08-05,,assertion,occurred,,2020-08-05,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312520209814/,2020-08-05T10:35:34+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0180,VST,VST-8K-2020-11-04,,assertion,occurred,,2020-11-04,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312520285108/,2020-11-04T11:31:33+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0181,VST,VST-8K-2021-02-26,,assertion,occurred,,2021-02-26,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312521058302/,2021-02-26T11:31:34+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0182,VST,VST-8K-2021-04-26,,assertion,occurred,,2021-04-26,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312521130268/,2021-04-26T10:31:57+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0183,VST,VST-8K-2021-08-05,,assertion,occurred,,2021-08-05,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312521236916/,2021-08-05T10:31:35+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0184,VST,VST-8K-2021-11-05,,assertion,occurred,,2021-11-05,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312521320861/,2021-11-05T10:31:08+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0185,VST,VST-8K-2022-02-25,,assertion,occurred,,2022-02-25,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312522053117/,2022-02-25T11:31:17+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0186,VST,VST-8K-2022-05-03,,assertion,occurred,,2022-05-03,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312522142900/,2022-05-06T10:31:05+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0187,VST,VST-8K-2022-08-05,,assertion,occurred,,2022-08-05,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312522213037/,2022-08-05T10:31:41+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0188,VST,VST-8K-2022-11-04,,assertion,occurred,,2022-11-04,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312522277411/,2022-11-04T11:31:59+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0189,VST,VST-8K-2023-03-01,,assertion,occurred,,2023-03-01,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312523055104/,2023-03-01T12:00:59+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0190,VST,VST-8K-2023-05-09,,assertion,occurred,,2023-05-09,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312523138876/,2023-05-09T11:02:05+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0191,VST,VST-8K-2023-08-09,,assertion,occurred,,2023-08-09,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312523206766/,2023-08-09T11:01:57+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0192,VST,VST-8K-2023-11-07,,assertion,occurred,,2023-11-07,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312523271904/,2023-11-07T12:00:59+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0193,VST,VST-8K-2024-02-28,,assertion,occurred,,2024-02-28,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312524049124/,2024-02-28T12:06:01+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0194,VST,VST-8K-2024-05-08,,assertion,occurred,,2024-05-08,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312524133760/,2024-05-08T11:01:00+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0195,VST,VST-8K-2024-08-08,,assertion,occurred,,2024-08-08,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312524196470/,2024-08-08T11:13:01+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0196,VST,VST-8K-2024-11-07,,assertion,occurred,,2024-11-07,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312524252608/,2024-11-07T12:22:58+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0197,VST,VST-8K-2025-02-27,,assertion,occurred,,2025-02-27,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312525037636/,2025-02-27T12:55:30+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0198,VST,VST-8K-2025-05-07,,assertion,occurred,,2025-05-07,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312525114425/,2025-05-07T11:00:34+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0199,VST,VST-8K-2025-08-07,,assertion,occurred,,2025-08-07,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312525174942/,2025-08-07T11:00:44+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0200,VST,VST-8K-2025-11-06,,assertion,occurred,,2025-11-06,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312525268033/,2025-11-06T12:00:18+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0201,VST,VST-8K-2026-02-26,,assertion,occurred,,2026-02-26,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1692819/000119312526073364/,2026-02-26T12:00:20+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0202,CEG,CEG-8K-2022-05-12,,assertion,occurred,,2022-05-12,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827522000042/,2022-05-12T10:56:25+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0203,CEG,CEG-8K-2022-08-04,,assertion,occurred,,2022-08-04,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827522000064/,2022-08-04T10:57:17+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0204,CEG,CEG-8K-2022-11-08,,assertion,occurred,,2022-11-08,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827522000091/,2022-11-08T11:59:47+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0205,CEG,CEG-8K-2023-02-16,,assertion,occurred,,2023-02-16,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827523000012/,2023-02-16T11:50:38+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0206,CEG,CEG-8K-2023-05-04,,assertion,occurred,,2023-05-04,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827523000030/,2023-05-04T10:55:44+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0207,CEG,CEG-8K-2023-08-03,,assertion,occurred,,2023-08-03,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827523000060/,2023-08-03T10:56:03+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0208,CEG,CEG-8K-2023-11-06,,assertion,occurred,,2023-11-06,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827523000078/,2023-11-06T11:50:22+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0209,CEG,CEG-8K-2024-02-27,,assertion,occurred,,2024-02-27,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827524000010/,2024-02-27T11:02:36+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0210,CEG,CEG-8K-2024-05-09,,assertion,occurred,,2024-05-09,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827524000023/,2024-05-09T10:52:15+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0211,CEG,CEG-8K-2024-08-06,,assertion,occurred,,2024-08-06,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827524000051/,2024-08-06T10:56:11+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0212,CEG,CEG-8K-2024-11-04,,assertion,occurred,,2024-11-04,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827524000066/,2024-11-04T11:54:55+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0213,CEG,CEG-8K-2025-02-18,,assertion,occurred,,2025-02-18,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827525000020/,2025-02-18T11:59:29+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0214,CEG,CEG-8K-2025-05-06,,assertion,occurred,,2025-05-06,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827525000040/,2025-05-06T10:50:46+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0215,CEG,CEG-8K-2025-08-07,,assertion,occurred,,2025-08-07,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827525000070/,2025-08-07T10:58:18+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0216,CEG,CEG-8K-2025-11-07,,assertion,occurred,,2025-11-07,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827525000089/,2025-11-07T12:00:24+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0217,CEG,CEG-8K-2026-02-24,,assertion,occurred,,2026-02-24,bmo,sec_filing,https://www.sec.gov/Archives/edgar/data/1868275/000186827526000029/,2026-02-24T11:56:14+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0218,SMCI,SMCI-8K-2018-01-30,,assertion,occurred,,2018-01-30,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000162828018000714/,2018-01-30T21:16:45+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0219,SMCI,SMCI-8K-2018-05-03,,assertion,occurred,,2018-05-03,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000162828018005840/,2018-05-03T20:18:59+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0220,SMCI,SMCI-8K-2018-08-21,,assertion,occurred,,2018-08-21,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000162828018011282/,2018-08-21T20:27:14+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0221,SMCI,SMCI-8K-2018-11-14,,assertion,occurred,,2018-11-14,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000162828018014419/,2018-11-15T21:53:25+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0222,SMCI,SMCI-8K-2019-02-14,,assertion,occurred,,2019-02-14,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536519000006/,2019-02-14T21:24:20+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0223,SMCI,SMCI-8K-2019-05-15,,assertion,occurred,,2019-05-15,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536519000041/,2019-05-17T01:26:34+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0224,SMCI,SMCI-8K-2019-08-15,,assertion,occurred,,2019-08-15,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536519000047/,2019-08-15T20:16:24+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0225,SMCI,SMCI-8K-2019-11-14,,assertion,occurred,,2019-11-14,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536519000059/,2019-11-14T21:21:19+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0226,SMCI,SMCI-8K-2020-01-08,,assertion,occurred,,2020-01-08,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536520000004/,2020-01-09T21:10:59+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0227,SMCI,SMCI-8K-2020-02-06,,assertion,occurred,,2020-02-06,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536520000008/,2020-02-06T21:41:01+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0228,SMCI,SMCI-8K-2020-04-02,,assertion,occurred,,2020-04-02,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536520000021/,2020-04-02T21:19:59+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0229,SMCI,SMCI-8K-2020-05-07,,assertion,occurred,,2020-05-07,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536520000030/,2020-05-07T20:11:00+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0230,SMCI,SMCI-8K-2020-08-11,,assertion,occurred,,2020-08-11,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536520000057/,2020-08-11T20:07:13+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0231,SMCI,SMCI-8K-2020-10-28,,assertion,occurred,,2020-10-28,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536520000069/,2020-11-03T21:08:30+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0232,SMCI,SMCI-8K-2021-01-29,,assertion,occurred,,2021-01-29,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536521000005/,2021-02-02T21:39:17+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0233,SMCI,SMCI-8K-2021-05-04,,assertion,occurred,,2021-05-04,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536521000029/,2021-05-04T20:10:26+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0234,SMCI,SMCI-8K-2021-08-10,,assertion,occurred,,2021-08-10,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536521000055/,2021-08-10T20:08:14+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0235,SMCI,SMCI-8K-2021-11-02,,assertion,occurred,,2021-11-02,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536521000078/,2021-11-02T20:14:49+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0236,SMCI,SMCI-8K-2022-02-01,,assertion,occurred,,2022-02-01,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000008/,2022-02-01T21:28:34+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0237,SMCI,SMCI-8K-2022-04-18,,assertion,occurred,,2022-04-18,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000046/,2022-04-18T21:28:20+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0238,SMCI,SMCI-8K-2022-05-03,,assertion,occurred,,2022-05-03,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000053/,2022-05-03T20:08:06+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0239,SMCI,SMCI-8K-2022-07-20,,assertion,occurred,,2022-07-20,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000086/,2022-07-20T20:53:49+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
A0240,SMCI,SMCI-8K-2022-08-03,,assertion,occurred,,2022-08-03,amc,sec_filing,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000092/,2022-08-09T20:17:38+00:00,2026-07-11T13:21:42.228577+00:00,,SEC EDGAR 8-K item 2.02; acceptanceDateTime is the point-in-time known_as_of (7b-2R bounded collection pass)
